X,Y
0.2107361963190180,0.050994575045207900
0.21687116564417200,0.052802893309222400
0.2273006134969330,0.05569620253164560
0.23466257668711700,0.057142857142857100
0.2420245398773010,0.05858951175406870
0.2487730061349690,0.06039783001808320
0.257361963190184,0.06184448462929470
0.27024539877300600,0.06509945750452080
0.27453987730061300,0.06618444846292950
0.2855828220858900,0.06690777576853530
0.29478527607362000,0.06763110307414110
0.3156441717791410,0.07341772151898730
0.3365030674846630,0.07920433996383360
0.34202453987730100,0.08245931283905970
0.35797546012269900,0.09186256781193490
0.3788343558282210,0.09439421338155520
0.399079754601227,0.09547920433996390
0.41073619631901800,0.0962025316455696
0.42116564417177900,0.0972875226039783
0.4358895705521470,0.09801084990958410
0.4414110429447850,0.09837251356238700
0.45368098159509200,0.09981916817359860
0.4628834355828220,0.10090415913200700
0.47331288343558300,0.09873417721518990
0.4843558282208590,0.0962025316455696
0.5052147239263800,0.09837251356238700
0.5260736196319020,0.1019891500904160
0.5469325153374230,0.10849909584086800
0.5549079754601230,0.11500904159132000
0.5665644171779140,0.1236889692585900
0.5684049079754600,0.1251356238698010
0.5769938650306750,0.13562386980108500
0.588036809815951,0.14900542495479200
0.5892638036809820,0.15045207956600400
