X,Y
0.2107361963190180,0.07197106690777570
0.21871165644171800,0.07414104882459310
0.23159509202454000,0.07739602169981920
0.25245398773006100,0.08535262206148280
0.2733128834355830,0.09077757685352620
0.29478527607362000,0.10054249547920400
0.3156441717791410,0.1142857142857140
0.33711656441717800,0.11573236889692600
0.3573619631901840,0.11609403254972900
0.3788343558282210,0.11573236889692600
0.4003067484662580,0.11464737793851700
0.42116564417177900,0.11754068716094000
0.4420245398773010,0.11681735985533500
0.4628834355828220,0.11392405063291100
0.4843558282208590,0.11103074141048800
0.5052147239263800,0.11103074141048800
0.5260736196319020,0.11645569620253200
0.5469325153374230,0.13345388788426800
0.5684049079754600,0.1779385171790240
0.5763803680981600,0.1949367088607600
0.5812883435582820,0.20542495479204300
0.5892638036809820,0.2227848101265820
