X,Y
0.21012269938650300,0.0582278481012658
0.2174846625766870,0.06039783001808320
0.2242331288343560,0.06256781193490060
0.23159509202454000,0.06437613019891500
0.25245398773006100,0.06835443037974680
0.26411042944785300,0.07088607594936710
0.27392638036809800,0.07305605786618440
0.2800613496932520,0.0752260397830018
0.29417177914110400,0.08065099457504520
0.30276073619631900,0.08571428571428570
0.3156441717791410,0.09367088607594940
0.33711656441717800,0.09692585895117540
0.35797546012269900,0.10054249547920400
0.3788343558282210,0.10271247739602200
0.39969325153374200,0.10596745027124800
0.42116564417177900,0.11066907775768500
0.4346625766871170,0.11247739602170000
0.4420245398773010,0.1132007233273060
0.45368098159509200,0.11500904159132000
0.4628834355828220,0.11609403254972900
0.48374233128834400,0.11392405063291100
0.5052147239263800,0.11175406871609400
0.5162576687116570,0.11573236889692600
0.5260736196319020,0.11898734177215200
0.5328220858895710,0.12260397830018100
0.5438650306748470,0.12802893309222400
0.5469325153374230,0.1298372513562390
0.5549079754601230,0.1352622061482820
0.5665644171779140,0.14321880650994600
0.5684049079754600,0.14466546112115700
0.5763803680981600,0.15262206148282100
0.5831288343558280,0.1591320072332730
0.5892638036809820,0.16528028933092200
