X,Y
0.2107361963190180,0.07594936708860760
0.21993865030674800,0.0802893309222423
0.23098159509202500,0.08499095840867990
0.24079754601227000,0.08933092224231470
0.25245398773006100,0.09439421338155520
0.26042944785276100,0.0976491862567812
0.2733128834355830,0.10271247739602200
0.2800613496932520,0.10705244122965600
0.2911042944785280,0.1142857142857140
0.295398773006135,0.11717902350813700
0.30460122699386500,0.12260397830018100
0.3156441717791410,0.1294755877034360
0.32423312883435600,0.13092224231464700
0.33711656441717800,0.13273056057866200
0.35797546012269900,0.1298372513562390
0.3788343558282210,0.12658227848101300
0.3917177914110430,0.1247739602169980
0.39969325153374200,0.1236889692585900
0.42116564417177900,0.12549728752260400
0.43711656441717800,0.12658227848101300
0.4432515337423310,0.12694394213381600
0.4542944785276070,0.12766726943942100
0.4628834355828220,0.12802893309222400
0.48374233128834400,0.12224231464737800
0.499079754601227,0.12079566003616600
0.5058282208588960,0.12043399638336300
0.5138036809815950,0.12549728752260400
0.5260736196319020,0.13309222423146500
0.5346625766871170,0.13815551537070500
0.5469325153374230,0.1450271247739600
0.5524539877300610,0.15479204339963800
0.5561349693251530,0.16202531645569600
0.5622699386503070,0.17359855334538900
0.5677914110429450,0.1837251356238700
0.5714723926380370,0.19023508137432200
0.5763803680981600,0.2003616636528030
0.580674846625767,0.20759493670886100
0.5849693251533740,0.21555153707052400
0.5892638036809820,0.22423146473779400
